date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:04	145/145	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Sep%202021%2019:27:03%20GMT	https://mychart.orlandohealth.com/MyChart/Home/LogOut	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Home/LogOut.13.delayed	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:04	1230/1230	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:03%20GMT	https://mychart.orlandohealth.com/MyChart/bye.asp?hideText=1	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/byeff86.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:05	10161/10161	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:04%20GMT	https://mychart.orlandohealth.com/MyChart/Help/Cookies	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Help/Cookies.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:05	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Sep%202021%2019:27:04%20GMT	https://mychart.orlandohealth.com/MyChart/	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/index.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:05	12645/12645	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:04%20GMT	https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside.asp%3Fmode%3Dletters&lang=espanol	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Authentication/Logina64f.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:06	1623/1623	---M--	200	added ('OK')	image/png	etag:%2202ed53b1e56d21:0%22	https://mychart.orlandohealth.com/MyChart/en-US/images/warning.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-US/images/warning.png	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:07	22464/22464	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:05%20GMT	https://mychart.orlandohealth.com/MyChart/recoverlogin.asp	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/recoverlogin.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:07	21830/21830	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:06%20GMT	https://mychart.orlandohealth.com/MyChart/passwordreset.asp?postloginurl=inside.asp%3fmode%3dletters	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/passwordreseta5f8.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:07	22667/22667	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:06%20GMT	https://mychart.orlandohealth.com/MyChart/accesscheck.asp	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/accesscheck.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:08	20607/20607	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:06%20GMT	https://mychart.orlandohealth.com/MyChart//Billing/GuestPay/PayasGuest	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Billing/GuestPay/PayasGuest.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:08	11982/11982	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:07%20GMT	https://mychart.orlandohealth.com/MyChart/Authentication/Login?mode=stdfile&option=epiccopyright	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Authentication/Logina21a.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:09	85656/85656	---M-Z	200	added ('OK')	application/javascript	etag:%220528f8fe628d31:0%22	https://mychart.orlandohealth.com/MyChart/scripts/external/jquery-2.2.2.min.js?updateDt=1504904884	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/scripts/external/jquery-2.2.2.mine101.js	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:09	3957/3957	---M-Z	200	added ('OK')	application/javascript	etag:%2206f87ab352ad41:0%22	https://mychart.orlandohealth.com/MyChart/scripts/utilities/jqwrappers.min.js?updateDt=1533196310	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/scripts/utilities/jqwrappers.min90dc.js	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:10	1348/1348	---M--	200	added ('OK')	application/javascript	etag:%2206f87ab352ad41:0%22	https://mychart.orlandohealth.com/MyChart/scripts/utilities/jqueryextensions.min.js?updateDt=1533196310	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/scripts/utilities/jqueryextensions.min90dc.js	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:11	15155/15155	---M-Z	200	added ('OK')	application/javascript	etag:%2202d198e69bd31:0%22	https://mychart.orlandohealth.com/MyChart/scripts/external/handlebars.runtime.min.js?updateDt=1517453058	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/scripts/external/handlebars.runtime.min8a21.js	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:11	95264/95264	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Sep%202021%2019:27:10%20GMT	https://mychart.orlandohealth.com/MyChart/bundles/core-1-pre?v=Oacc85BbHmkQOCJeYEKAKkzZ8-MvzJbEeNAYe3tkHDI1	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/bundles/core-1-pre82b3	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:12	3112/3112	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Sep%202021%2019:27:10%20GMT	https://mychart.orlandohealth.com/MyChart/localization/formats?lang=en-us&updateDt=220713363	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/localization/formats89c0	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:12	76/76	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Sep%202021%2019:27:11%20GMT	https://mychart.orlandohealth.com/MyChart/context/webserversettings?updateDt=220713363	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/context/webserversettings49b4	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:13	74684/74684	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Sep%202021%2019:27:12%20GMT	https://mychart.orlandohealth.com/MyChart/bundles/core-2-en-US?v=_eKdkN0fT8K9jhX74yrzy8_WBGG3q_ye5LoCObZyqiA1	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/bundles/core-2-en-USfa91	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:13	1884/1884	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Sep%202021%2019:27:12%20GMT	https://mychart.orlandohealth.com/MyChart/mnemonics?updateDt=220713363	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/mnemonics49b4	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:14	682068/682068	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Sep%202021%2019:27:13%20GMT	https://mychart.orlandohealth.com/MyChart/bundles/core-3-en-US?v=upY9gW0_UUYjL1I7oemgqhLoh_2DQnE6cB9nRVNpw4U1	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/bundles/core-3-en-US35a1	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:14	96991/96991	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Sep%202021%2019:27:13%20GMT	https://mychart.orlandohealth.com/MyChart/bundles/core-5-en-US?v=9U9D16TtuTh9qhaCFbdHqAWBjIYEXZr48Bu66r8zlws1	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/bundles/core-5-en-USb01c	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:15	4235/4235	---M-Z	200	added ('OK')	application/javascript	etag:%220816cad1378d71:0%22	https://mychart.orlandohealth.com/MyChart/areas/authentication/scripts/controllers/loginpagecontroller.min.js?updateDt=1626200394	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/areas/authentication/scripts/controllers/loginpagecontroller.min826e.js	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
15:27:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Sep%202021%2019:27:13%20GMT	https://mychart.orlandohealth.com/MyChart/en-US/favicon.ico	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-US/favicon.29.delayed	(from https://mychart.orlandohealth.com/MyChart/nojs.asp)
15:27:16	10222/10222	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2019:27:14%20GMT	https://mychart.orlandohealth.com/MyChart/Help/JavaScript	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/Help/JavaScript.html	(from https://mychart.orlandohealth.com/MyChart/nojs.asp)
15:27:16	26805/26805	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.eot	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.eot	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:17	86196/86196	---M--	200	added ('OK')	font/woff2	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.woff2	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.woff2	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:18	118412/118412	---M--	200	added ('OK')	font/woff	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.woff	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.woff	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:18	59196/59196	---M--	200	added ('OK')	application/octet-stream	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.ttf	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.ttf	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:19	108312/108312	---M--	200	added ('OK')	image/svg+xml	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.svg	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semibold-webfont.svg	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:19	27733/27733	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.eot	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.eot	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:19	35984/35984	---M--	200	added ('OK')	font/woff2	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.woff2	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.woff2	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:20	50924/50924	---M--	200	added ('OK')	font/woff	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.woff	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.woff	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:20	63788/63788	---M--	200	added ('OK')	application/octet-stream	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.ttf	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.ttf	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:21	102189/102189	---M--	200	added ('OK')	image/svg+xml	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.svg	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-semiboldit-webfont.svg	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:21	28082/28082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.eot	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.eot	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:22	36016/36016	---M--	200	added ('OK')	font/woff2	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.woff2	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.woff2	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:22	51012/51012	---M--	200	added ('OK')	font/woff	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.woff	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.woff	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:23	63984/63984	---M--	200	added ('OK')	application/octet-stream	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.ttf	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.ttf	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:24	26726/26726	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.eot	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.eot	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:24	103488/103488	---M--	200	added ('OK')	image/svg+xml	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.svg	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-it-webfont.svg	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:24	86844/86844	---M--	200	added ('OK')	font/woff2	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.woff2	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.woff2	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:25	119064/119064	---M--	200	added ('OK')	font/woff	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.woff	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.woff	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:25	59464/59464	---M--	200	added ('OK')	application/octet-stream	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.ttf	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.ttf	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:26	108868/108868	---M--	200	added ('OK')	image/svg+xml	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.svg	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/fonts/sourcesanspro-regular-webfont.svg	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:26	335/335	---M--	200	added ('OK')	image/png	etag:%220a2c42e6cad41:0%22	https://mychart.orlandohealth.com/MyChart/en-us/images/required_asterisk.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-us/images/required_asterisk.png	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:27	641/641	---M--	200	added ('OK')	image/png	etag:%2202ed53b1e56d21:0%22	https://mychart.orlandohealth.com/MyChart/en-us/images/item_restore.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-us/images/item_restore.png	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:27	836/836	---M--	200	added ('OK')	image/png	etag:%2202ed53b1e56d21:0%22	https://mychart.orlandohealth.com/MyChart/en-us/images/eraser.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-us/images/eraser.png	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:28	2273/2273	---M--	200	added ('OK')	image/png	etag:%2202ed53b1e56d21:0%22	https://mychart.orlandohealth.com/MyChart/en-us/images/my1chartlogo.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-us/images/my1chartlogo.png	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
15:27:29	2241/2241	---M--	200	added ('OK')	image/png	etag:%220354cc04575d41:0%22	https://mychart.orlandohealth.com/MyChart/en-us/images/CareEverywhere-With-Arrow.png	C:/My%20Web%20Sites/health/mychart.orlandohealth.com/MyChart/en-us/images/CareEverywhere-With-Arrow.png	(from https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756)
